                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                0.64237,                0.32558,                 1.0055,                0.88206,                0.97216,                0.90278,                0.85756,                0.35366,                0.24629,                0.86171,               0.008515,               0.008515,               0.008515
                    152,                 0.6545,                0.32122,                 1.0217,                0.90371,                0.96836,                0.93185,                0.86404,                0.36034,                0.22601,                0.86232,              0.0085051,              0.0085051,              0.0085051
                    153,                0.63801,                0.32094,                 1.0072,                0.87695,                0.96286,                0.90633,                0.85635,                0.33479,                0.24844,                0.84957,              0.0084952,              0.0084952,              0.0084952
                    154,                0.65528,                 0.3244,                 1.0192,                 0.8946,                0.96377,                0.89512,                0.84956,                0.34498,                0.24708,                 0.8566,              0.0084853,              0.0084853,              0.0084853
                    155,                0.65094,                0.32232,                 1.0213,                0.88238,                0.95763,                0.90151,                0.85396,                0.33593,                0.24113,                0.85312,              0.0084754,              0.0084754,              0.0084754
                    156,                0.64166,                0.32115,                 1.0059,                0.91417,                0.95945,                0.93132,                0.89511,                0.33181,                0.23113,                 0.8599,              0.0084655,              0.0084655,              0.0084655
                    157,                0.63601,                0.31498,                 1.0093,                 0.9055,                 0.9513,                0.89847,                0.85623,                0.36261,                0.25512,                0.87266,              0.0084556,              0.0084556,              0.0084556
                    158,                0.65304,                0.31393,                 1.0158,                0.89072,                0.97309,                0.90225,                0.83841,                0.37565,                0.25641,                0.87191,              0.0084457,              0.0084457,              0.0084457
                    159,                0.63552,                0.31301,                 1.0079,                0.90135,                0.96628,                0.90787,                0.86068,                0.32592,                 0.2211,                0.85204,              0.0084358,              0.0084358,              0.0084358
                    160,                0.64151,                0.32193,                 1.0093,                0.89498,                0.95558,                0.90863,                0.86961,                0.34974,                0.24003,                0.86377,              0.0084259,              0.0084259,              0.0084259
                    161,                0.65121,                0.31855,                 1.0159,                0.87066,                0.96768,                0.90119,                0.86173,                0.35496,                0.22573,                 0.8675,               0.008416,               0.008416,               0.008416
                    162,                0.63145,                0.31633,                0.99868,                 0.8643,                0.97362,                0.90638,                0.85193,                0.36442,                0.24435,                 0.8678,              0.0084061,              0.0084061,              0.0084061
